time;cc;pci;earfcn;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
15;0;0;4294967295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1007;0;1;3400;-81;81;-676;1.2;18;0.27;1145.631104;0;0.0;0.0;0.0;136;33;0.0;0.0;0.0;0.0
2006;0;1;3400;-81;81;-683;0.96;19;0.47;0.0;0.0;0.52;0.0;0.0;168;69;0.0;1.0;0.0;0.0
3005;0;1;3400;-81;81;-684;0.94;19;0.47;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
4004;0;1;3400;-81;81;-685;0.94;19;0.47;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5003;0;1;3400;-81;81;-687;0.94;19;0.47;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6002;0;1;3400;-81;81;-693;1.1;20;0.50;469;0;0.52;0.0;0.0;167;70;0.0;4.0;0.0;0.0
7001;0;1;3400;-81;81;-692;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8000;0;1;3400;-81;81;-691;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8999;0;1;3400;-81;81;-691;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9999;0;1;3400;-81;81;-714;1.8;18;0.50;472;0;0.52;0.0;0.0;112;73;0.0;1.0;0.0;0.0
10997;0;1;3400;-81;81;-691;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;100.000000;0.0;0.0;0.0;0.0
11996;0;1;3400;-81;81;-690;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12995;0;1;3400;-81;81;-690;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13994;0;1;3400;-81;81;-688;1.2;20;0.50;472;0;0.52;0.0;0.0;56;72;0.0;0.0;0.0;0.0
14993;0;1;3400;-81;81;-688;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;80;0.0;2.0;1.0;0.0
15992;0;1;3400;-81;81;-687;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16991;0;1;3400;-81;81;-684;1.0;18;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17990;0;1;3400;-81;81;-683;1.1;20;0.50;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18989;0;1;3400;-81;81;-677;1.1;19;0.50;328;0;0.52;0.0;0.0;0.0;79;0.0;1.0;2.0;0.0
19988;0;1;3400;-81;81;-673;1.0;18;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20987;0;1;3400;-81;81;-672;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21986;0;1;3400;-81;81;-670;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22985;0;1;3400;-81;81;-669;1.2;20;0.50;472;0;0.52;0.0;0.0;168;68;0.0;1.0;0.0;0.0
23984;0;1;3400;-81;81;-669;1.0;21;0.50;0.0;0.0;0.52;0.0;0.0;0.0;100.000000;0.0;0.0;0.0;0.0
24983;0;1;3400;-81;81;-670;1.0;20;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25982;0;1;3400;-81;81;-666;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26981;0;1;3400;-81;81;-665;1.6;20;0.50;472;0;0.52;0.0;0.0;56;74;0.0;1.0;0.0;0.0
27980;0;1;3400;-81;81;-662;1.0;20;0.50;0.0;0.0;0.0;0.0;0.0;168;58;0.0;1.0;0.0;0.0
28979;0;1;3400;-81;81;-659;1.0;19;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29978;0;1;3400;-81;81;-653;1.0;18;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30977;0;1;3400;-81;81;-653;1.1;18;0.50;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31976;0;1;3400;-81;81;-652;1.1;18;0.50;328;0;0.52;0.0;0.0;56;77;0.0;0.0;1.0;0.0
