time;cc;pci;earfcn;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
41951;0;1;3400;-93;93;3051.390625;1.0;7.2;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42950;0;1;3400;-93;93;3050.520752;1.0;6.8;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43949;0;1;3400;-93;93;3056.726562;1.1;6.8;0.58;472;33;1.6;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
44948;0;1;3400;-93;93;3052.475830;2.1;5.9;0.89;256;0;0.0;0.0;45;168;71;0.0;1.0;1.0;1.0
45947;0;1;3400;-93;93;3050.632568;4.8;7.0;1.6;0.0;100.000000;0.52;0.0;45;0.0;80;0.0;0.0;0.0;1.0
46947;0;1;3400;-93;93;3053.969238;4.7;6.8;1.5;0.0;0.0;0.52;0.0;45;56;69;0.0;1.0;0.0;1.0
47946;0;1;3400;-93;93;3051.609375;0.29;6.7;0.14;0.0;0.0;1.6;0.0;0.0;0.0;100.000000;0.0;0.0;0.0;0.0
48945;0;1;3400;-93;93;3054.343262;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49944;0;1;3400;-93;93;3091.832031;1.0;5.6;0.27;472;0;0.0;0.0;0.0;112;62;0.0;0.0;0.0;0.0
50943;0;1;3400;-93;93;3056.611572;0.93;6.5;0.56;0.0;0.0;0.52;0.0;0.0;112;70;0.0;2.0;0.0;0.0
51942;0;1;3400;-93;93;3057.759521;0.94;6.6;0.47;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52941;0;1;3400;-93;93;3064.414551;0.94;6.4;0.47;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53940;0;1;3400;-93;93;3070.483154;0.99;5.7;0.47;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54939;0;1;3400;-93;93;3061.549805;1.4;6.7;0.66;328;50;0.52;0.0;0.0;56;76;0.0;0.0;1.0;0.0
55938;0;1;3400;-93;93;3063.742188;1.0;6.5;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56937;0;1;3400;-93;93;3059.837402;1.0;6.6;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57936;0;1;3400;-93;93;3057.875000;1.0;6.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58935;0;1;3400;-93;93;3067.327393;3.0;7.0;1.0;472;0;0.52;0.0;0.0;168;69;0.0;0.0;0.0;0.0
59934;0;1;3400;-94;94;3063.137939;1.0;7.6;0.51;0.0;0.0;0.0;0.0;0.0;0.0;80;0.0;0.0;0.0;0.0
60932;0;1;3400;-93;93;3064.112061;1.0;7.4;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61931;0;1;3400;-93;93;3061.609375;1.0;6.5;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62930;0;1;3400;-94;94;3059.941162;1.2;7.1;0.50;472;0;0.52;0.0;0.0;0.0;78;0.0;0.0;0.0;0.0
63929;0;1;3400;-93;93;3056.591797;1.0;5.9;0.50;0.0;0.0;1.6;0.0;0.0;56;76;0.0;3.0;2.0;0.0
64928;0;1;3400;-93;93;3055.456055;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65927;0;1;3400;-93;93;3058.685059;1.0;5.6;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66926;0;1;3400;-93;93;3076.373291;1.1;5.5;0.50;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67925;0;1;3400;-93;93;3058.506348;1.1;6.1;0.50;328;0;0.52;0.0;0.0;0.0;80;0.0;3.0;1.0;0.0
68924;0;1;3400;-93;93;3058.754395;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69923;0;1;3400;-93;93;3060.100098;1.0;6.6;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70922;0;1;3400;-93;93;3059.340576;1.0;6.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71921;0;1;3400;-93;93;3057.746338;1.1;6.5;0.50;472;0;0.52;0.0;0.0;168;69;0.0;1.0;2.0;0.0
72919;0;1;3400;-93;93;3054.601074;1.0;5.3;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73918;0;1;3400;-93;93;3058.963135;1.0;5.5;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74917;0;1;3400;-93;93;3065.587158;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75916;0;1;3400;-93;93;3064.442139;1.2;5.9;0.50;472;0;0.52;0.0;0.0;0.0;80;0.0;3.0;1.0;0.0
76915;0;1;3400;-93;93;3055.661865;1.0;6.6;0.50;0.0;0.0;0.0;0.0;0.0;0.0;80;0.0;0.0;0.0;0.0
77913;0;1;3400;-93;93;3053.456787;1.0;6.4;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78912;0;1;3400;-93;93;3054.358887;1.0;5.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79911;0;1;3400;-93;93;3075.599121;1.1;5.7;0.55;472;0;0.52;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
80911;0;1;3400;-93;93;3053.987305;1.3;6.7;0.54;0.0;0.0;0.0;0.0;0.0;0.0;80;0.0;1.0;0.0;0.0
81910;0;1;3400;-93;93;3056.285889;1.0;7.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82884;0;1;3400;-93;93;3057.216064;1.0;5.8;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83883;0;1;3400;-93;93;3051.747070;1.0;5.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84883;0;1;3400;-93;93;3081.383057;1.2;5.7;0.59;472;33;0.52;0.0;0.0;56;77;0.0;0.0;1.0;0.0
85881;0;1;3400;-93;93;3055.431152;1.0;5.5;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86880;0;1;3400;-93;93;3057.946289;1.0;5.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87879;0;1;3400;-93;93;3055.512451;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88879;0;1;3400;-93;93;3064.062988;1.2;6.1;0.47;472;0;0.52;0.0;0.0;112;67;0.0;0.0;1.0;0.0
89876;0;1;3400;-93;93;3056.965088;1.0;6.0;0.50;0.0;0.0;0.0;0.0;0.0;56;72;0.0;1.0;0.0;0.0
90875;0;1;3400;-93;93;3053.871826;1.0;5.6;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91874;0;1;3400;-93;93;3050.010498;1.0;5.9;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92873;0;1;3400;-93;93;3020.028320;1.0;6.1;0.51;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93872;0;1;3400;-93;93;3053.737549;2.5;5.8;0.71;583;33;0.52;0.0;45;56;76;0.0;0.0;0.0;1.0
94871;0;1;3400;-93;93;3052.708740;3.3;5.8;0.74;0.0;0.0;0.52;0.0;45;88;75;0.0;0.0;0.0;1.0
